lfq_intensity_lean_1	lfq_intensity_lean_2	lfq_intensity_lean_3	lfq_intensity_lean_4	lfq_intensity_ob_1	lfq_intensity_ob_2	lfq_intensity_ob_3	lfq_intensity_ob_4
Ash2l	25.7809060707393	25.9485807251374	26.3954704378347	25.0794265167247	25.8869666136747	27.6110579896769	26.4639162400389	25.7581771770139
Urb1	27.1152984186468	27.1848025384265	26.7943222717557	24.2854943795029	27.1542553173836	27.673359779574	26.5066744858065	28.0262558589258
Zcchc6	27.6418222230366	28.0437918977375	28.0569316141139	28.1335326667198	27.8017550016928	28.1756745769774	27.4680369187183	27.5719045597957
Tpd52	28.4909646502737	29.251617388787	28.9678030324717	28.5469203306254	28.2660353575848	28.8416230195166	29.2386463637826	28.3971409123467
Abcc9	26.779156399329	27.0454396648587	27.105123610873	25.5620699240369	25.0346470696444	23.7723462740301	26.7182002900428	26.3905334381303
Dlgap4	25.0642346073924	24.904048537558	24.4089896698099	24.927591372207	25.0064744171731	24.8270318897486	25.1123785767586	25.1540727891691
Arhgef1	28.5487941270314	28.7082397705991	28.8965342976179	28.9779686536733	28.8217650427404	28.7763264479906	28.7796770986518	28.6765548011479
Fnbp1l	24.4684067827795	25.0669499440321	24.3847466473185	25.3004035279356	24.2706589215395	25.2443755826108	24.6377286187047	24.8039993204685
Cml1	31.240613086382	31.9769659627162	31.80304760395	29.9911613592599	29.4396430852181	29.5422979122141	29.9999519373842	30.4340496160917
Golga2	28.5665598403113	28.4586323898858	28.6265471865492	29.1294444451504	29.3037890331664	28.944304639156	28.6194747130792	28.7691901465501
Ankhd1	27.8963487111839	27.9583083807725	28.0194017524725	28.1360964308286	28.2235624809315	28.2824002618798	27.8303840286848	27.7385399684366
Nr3c1	26.58399077398	26.5697128245896	26.6503202342516	27.8891459504169	27.3843014785657	26.449981577796	26.5275419189997	26.3780240629183
Xpo7	30.3710303298921	30.2618981404589	30.3655027627719	29.8917965345371	30.1940251974656	29.5227504624522	30.3788303566908	29.9405182025216
Ttc39c	31.7115934397689	31.8934959032486	31.6866136440626	31.7123237944553	30.1796498580425	29.5685610094093	29.4718321509421	29.4812086871888
Lrrc47	29.324126708502	29.2624705219033	29.2359115260523	29.4171408273948	28.9088712354392	28.9552424549711	29.1050927425431	28.9077789854568
Fga	33.3401674656856	33.9768374469744	33.6382948392543	32.9494791967122	32.7764061562552	32.7287658126834	32.8825763864828	33.2287752766367
Ces2g	29.743953909034	29.4458914315261	29.5272295073951	30.110946268419	30.8433007134369	30.6807126127655	29.993599121586	29.7032841809128
Diap1;Diaph1	29.3303003728022	29.4217807994624	29.3093904566411	29.981739918876	30.2143609584728	30.1998384622505	29.854831753504	29.6155392898036
Atpif1	28.5376785514448	28.6736729402601	28.9624330465984	29.1024060457223	28.4300198457664	27.7664467971449	29.1788027350982	28.2259285916889
Myo18b	27.0927998342964	26.587023189991	26.485551533494	24.7630703314558	27.0124155926567	27.7578226205052	23.824258021876	27.5359078421141
Cacul1	25.7714621706757	24.8652507805865	25.3063191945583	25.1865298402702	25.4141885352549	26.2720055000367	25.8519707088618	25.6985023771907
Ncoa2	24.7913330720464	24.4511460943423	24.2006855901646	24.6478111653745	24.5424337909461	25.4309132437223	24.551363047363	24.4030770079217
Gcn1l1	32.4095143390555	32.4163746269556	32.4120757293245	32.525806373777	31.9805596905781	31.9867963555018	31.6747490392941	31.6216723191196
Gm20498;Synj2bp	29.8252489202539	29.5759040444224	29.7102179010562	29.7023738448135	29.9911614516045	30.2399433791079	28.9871767743839	29.0567329569192
Stard10	31.2805739326335	31.6553378746941	31.8025323706148	30.95025663412	30.1484486266681	30.3434746375295	30.9970434957202	31.2268020010789
Evl	26.0602724673007	26.4599925166077	25.8768450754109	26.9703963603675	27.1098413061569	27.3720260051331	26.4241548452607	26.9680352397796
Golgb1	30.3610400957409	30.2547239076537	30.261855670478	30.8590672474179	30.7344351256933	30.9429911046978	30.3451654036619	30.5379342879994
Chtop	27.5263826355378	27.4893712867599	27.0895729714532	27.1139036865926	26.7474867619291	27.0884346714677	24.1170276966133	27.0273194175278
Nap1l1	29.8595602274383	29.7259243681199	29.7356072487721	27.3859513770157	27.7364773359422	28.8798110631924	30.6293884074705	30.2742933940466
Csnk1a1	26.2857516399166	26.458299018818	26.5262162965878	27.4379460965625	27.334393588384	27.5932872878363	25.9330185969446	26.4815991774075
Polrmt	25.1995697986776	25.0957824134247	25.3647255010201	25.2197863183188	25.0512660997633	25.2624508082631	24.1018572681931	24.8358577003772
Dpysl3	25.1721683331162	25.7982869142498	23.9404622978159	25.4793428553209	24.1051015578027	24.6589448921885	25.2510459132426	25.153744829002
Map3k5	26.6810924833515	26.485621180954	26.4836785177805	27.0609465992125	26.6313692599054	26.5349278712414	26.5085668278504	26.3062591539018
Mcc	25.295660835062	25.8142369895295	25.3189671426654	25.2858407222526	25.6784591037802	26.0698236567131	24.7628118118082	24.8089504883865
Ephx1	33.7454854553431	33.7496724671634	34.1233899477328	33.6718772729027	34.1822221048668	33.8197827462723	34.9627967065724	35.1531798511364
Lpin2	27.9923463174978	27.463376296365	28.0031006028639	28.0022958992691	27.9126384036945	26.8145384676321	28.356359446238	28.048341819413
Col6a3	32.1153490919063	32.8563151561548	33.3495509516744	31.724984557252	33.4888683808083	32.3355811328942	33.3163601829064	33.3102850013377
Evi5	27.3405249767797	27.1429624904053	27.2509516963723	27.1705327200058	27.5867533589086	28.3376166268777	27.4983142015378	27.3434795263658
Rps6ka1	27.6526848895014	27.5024813557873	27.5465157983451	27.8888790971797	28.3295831478037	29.2022182469564	28.853718799187	28.7517185123811
Mta1	26.4445498345595	26.8132673640323	26.4994677449527	26.9933754493989	27.0298533248439	27.4879757578692	26.3844886650134	26.6192986508035
Map4k5	26.3915821345256	26.3767567725511	26.4129926070559	26.2769028366467	26.3167279277275	27.5404668840241	26.1115875804675	26.5918582418928
Ppp4r1	26.6011025809852	26.6731772087401	26.832058709686	27.6546050829724	27.0368865526143	26.5719279846186	26.7478842509129	27.1763348959935
Samd9l	25.0430835803493	25.6972923345912	25.7129513737332	26.121196378184	28.1881756927088	27.9485949528046	28.3165671794182	28.5767738701069
Slc4a1ap	26.5651231458899	26.5502576949183	26.3622271235125	26.6588414653139	26.4516958426412	26.4022576331857	27.0493632330673	26.7329201227235
Col12a1	24.9527368675371	25.1685581357124	25.9319263142934	25.1304560925391	28.2801374576649	26.3136539659189	27.7897061244022	27.1683051687868
Bola3	27.2681808867957	27.603676258345	27.3140908127034	25.4946529225472	27.6736105237253	28.2128951594135	27.4265435914826	27.8531345028186
Nedd4l	27.6895256989972	27.8977595463364	27.7606659230613	28.2597287743118	28.0391087342053	27.3495315409007	27.8997556463571	27.771833677191
Timm22	27.5913902491713	27.80581481597	24.1936919387194	28.1050710505142	24.2903880413048	27.8079559391721	27.6712902426005	28.4353117017442
Slc6a12	29.0458315326281	28.7309040509964	28.7540201089785	29.1059339299938	28.4206359859515	27.8157202284621	28.3809113389983	27.4072542858863
Vps53	27.5838186912449	27.1693821994673	27.5740963389488	27.5440251641031	27.5039869309857	23.9718691373707	27.3439662258586	27.5484245959714
Vav1	24.6488574517459	25.5201680901902	25.1720205241563	25.3220702375713	25.5162155255988	25.4454254332728	25.1101416708892	24.7613506018925
Adam17	24.7882740845332	24.8414118529278	24.5396578502086	25.2456868848852	25.3369613553732	24.4960986851604	24.8335267829021	24.5556669226107
Txndc5	31.4753122165121	31.6096822854916	31.5827597363459	31.8162133416813	31.018057742456	30.655390061579	31.2331660008199	31.2925063746727
Clpb	29.4150463439059	29.110852432467	29.3355636611939	29.3790737920244	29.8200168012233	30.7808551952598	29.9996701819585	29.4241827635145
Fam98c	28.31712108508	28.2555586482016	28.3824486825936	28.1672577395712	27.5353271199466	27.1684776736941	27.6902048759371	27.2664200074874
Rasa1	25.8790581851092	25.979336613038	25.93699416168	26.4736321640478	25.9166293882977	26.1570705838752	26.5932045983193	26.4483939646527
Parp4	27.9430196189753	28.4862658371456	28.358990936279	28.0539838240223	28.1777709042239	29.0930625531799	28.6183030830724	28.3473688191344
Gm10036;Rpl11	33.0924064570413	32.9815116732992	33.0183643887769	32.9250275053982	33.0932824021213	33.1074674797925	32.4269445318041	32.5281235308513
Cadm1	27.1405606084215	26.9213851018168	27.5455344572631	27.2832928953289	27.7451359373426	27.5201998559362	28.4480044980463	27.8103430247398
Psap	32.9517624544285	32.857648709269	32.9498641657265	32.9238886100648	33.3991915189296	32.90917016543	33.0389209843302	33.1123672033871
Rbms1;Rbms3	26.9099304901913	26.3381573210942	26.9312813505837	26.2018747327414	26.2793701098579	26.1393431450292	26.7850636028543	26.1900920082337
Cyp2ab1	29.908108700246	29.4417725461142	29.7905699723201	28.049504207008	28.5792983769289	24.8313128357756	30.9398054813834	30.6199160136747
Fhit	27.5282986777514	27.362750011662	27.2289320786342	26.362253190209	27.5105902476241	26.3370266062422	27.6380513543021	27.6466016398739
Gm20390;Nme2	34.2829136225237	34.3323457116222	34.0071390508118	34.2097288322369	33.8546295879208	33.0913994882086	33.8837116916235	34.0083155678377
Ascc3	28.4057802938565	28.2245354308778	28.2631313664166	28.6328573621323	28.742694695322	28.6037337512678	28.2299012557785	28.2148428003505
Chd2	24.7976699674585	31.6213030087391	30.5741539527528	31.8639108664238	31.1061880968327	31.5091478105777	31.0238635944522	31.3098616340772
Scaf11	27.4033349262704	27.4887950020581	27.3510190066936	27.8890392150696	27.7485254329371	28.6615488224077	27.3045239595248	27.5121531587742
Herc1	23.827278498285	24.6805323541176	24.4544282817615	25.4523347207423	26.3247146455434	28.1082056387932	25.5896947195299	23.3423709811434
Cox7a2l	26.7845493134622	26.2028006294085	26.0592072207668	26.7563504163003	26.9225384230323	25.5915417522714	25.1894695200645	25.5533835361836
Cnot2	27.0916604737597	26.9750864017184	26.8349020855267	27.1512196493799	26.7495113715668	26.4794410234826	26.465134737144	26.6891663401542
Gm20425	34.7635243986689	34.9138711082887	34.6638082016746	34.8537499321936	34.8761716827765	34.6822262757312	34.7819809810463	34.9226826464568
Habp2	27.0401881903025	27.0165210631346	26.9807949138802	26.9188038305265	27.378012834339	26.2669833793744	26.4515433141444	26.437339881003
Oxr1	28.4535486941496	28.1873539636386	28.1653803211592	27.6605614367048	27.2673326894764	27.6954678316553	28.0397236239921	27.6377858416043
Fabp7	24.9382263175409	26.1607449488203	26.0079782748353	26.9198519517506	26.9960675841611	26.8468417625544	26.8026580042033	27.0004438051839
Itsn1	29.084216297767	29.1933592787338	29.1890215543398	29.3370905114212	28.9085532588738	29.8548016314188	29.0420318243395	29.0514152479006
Sipa1	26.3346571665915	26.6603203250533	26.5155485091645	25.9172204029367	26.7925379165025	26.6787821213343	26.4466005323118	26.1006278746449
Tex264	27.519463765529	27.461027962426	26.8075984043087	28.4545065059762	27.9487934181166	28.9480626633886	28.2973049371151	27.4138928291033
Atad2b	26.2609215233968	25.8892184503231	25.8412414143394	26.3029881541435	25.450017847487	26.4221579452279	26.1303580072565	25.7063320927094
Grsf1	27.3881397970408	27.4322899630675	27.2804640356514	26.5570649684489	25.6561164449233	26.9079673492105	27.2907362379765	27.5830441214016
Pde4dip	26.0720102604558	25.8360593968119	25.6103864272067	27.4300344584044	27.2346733001627	26.8478396338477	26.6366011414441	25.2209571934026
Sept7	30.2251701226814	30.5558556331491	30.628329481426	30.9705223418847	31.0146331447402	30.7425757981997	30.1484202829101	30.8102667260244
Irf2bp2	27.3910905730879	27.7221434375083	27.5680870239914	27.3256987420658	27.2884278710475	26.6934185636457	26.4737163046434	27.1276840586921
Khk	33.7103721662969	33.512464885691	33.9270704577193	32.8882426357945	32.8105961567077	34.1522790302325	34.4940271012016	34.7336523442156
Sec23a	33.0147823675144	32.9314120654376	32.9752387885562	32.5533582741303	32.7075608965391	32.6946996957625	33.0517594649516	33.1152329206762
Smpd4	26.144160403421	25.990132971739	26.4279658771166	26.3686487866274	27.014297607059	26.5911373385135	25.9849184772517	26.2449973875702
Tbck	25.2841923785014	25.2493025329721	25.0803300605857	24.374515665173	24.6091113520053	24.7631391261376	25.0429804334323	25.2065213460252
Kank1	27.0932139245311	27.0728045772847	27.091745691251	27.3987709638084	26.4536856255034	27.5292657217805	26.8243541261839	26.7257421281617
Sumf1	26.6743304508951	27.161558393559	26.9317434045734	27.3077349774467	27.4705795788728	28.2698043971363	27.5173421643094	27.4303146580123
Acox3	29.2068471811346	29.1936637077837	28.9672669313376	29.0420006528838	29.3804566936966	29.3417737794499	29.4152044980038	29.0885058076075
Ptk2b	27.1154003524833	27.0984763495736	27.0559480672628	27.4527724692183	27.0814990079846	27.3491406011515	27.3257235014676	27.182706573241
Gm15800	26.2642692155997	26.5473419892714	26.4507833757975	26.3508712824257	26.6148657600458	25.9622742788118	26.0505270018266	27.1487054592657
Ubr5	25.0014594327334	24.9966326214979	24.9461251365251	24.7252973135194	25.3950174858382	25.5030409274837	24.6128584080101	25.2893362329796
Ccdc43	27.4000743192806	27.6235436222148	27.0911252475705	27.847729965138	28.2439462503629	27.7558205223859	27.157733639428	26.8544872553006
Ikbkg	25.978305410083	25.7605895491741	25.5157628335873	25.9165254745023	25.8963048488575	26.7201939867094	25.9317744296339	26.5046750322234
Cep350	28.8510747299383	28.9978552963441	28.9328249354209	30.21338075861	30.4685044298971	31.008943048273	29.7265201530179	29.4639725713007
Bco1	24.1937107902329	24.0913899303171	23.9906718541509	24.5999050831789	25.4366417972407	25.8841656593406	24.5373608422392	23.9969977290925
Sptb	29.6167162805747	28.9393654665361	28.8867207017925	29.5843228077424	29.8335873012208	29.9424871362488	29.1916218469513	29.5050116933227
Rcbtb2	25.1948013139062	25.0011375365175	25.4306895965297	25.8801556874981	26.3244907245147	26.9528593434602	25.7762908357047	25.7313043642578
C2cd2	29.16226311555	29.2387410706694	29.280986493269	29.0141999325951	28.6859102085372	28.6497022182973	29.1498543281926	28.8975698094141
Nup153	28.3564214079091	28.3053158257224	28.665427549154	28.6278557045551	28.5819284718495	28.6018379088341	28.2319123431845	28.1160927501831
Pi4ka	29.4312836033361	29.2370434441966	29.4304627466623	29.7380624257842	30.3480160167341	30.6989978993667	30.1911300742911	29.9572789887363
Smad2	27.2708377706721	27.0799207304405	27.0215217521682	27.5309375517388	27.4357867586605	26.9364883595165	27.6318327298221	27.4774211219884
Dctn1	29.632384214582	29.586849774916	29.4780620236997	30.0605080058777	30.2468963878776	30.5311339601104	29.7625559517402	29.7665397576575
Alcam	29.6067028229436	29.5696762742205	29.7044017651263	30.0668518660247	29.6691635925053	30.0128050214069	29.4201353294841	29.1076083962962
Lrba	29.8646153150417	29.9247731556635	30.0630016832803	30.0738679026419	30.5449485993657	30.3525973576295	30.5059610194243	30.2145498103892
Nbas	28.4535890606723	28.4629246320432	28.511003202918	29.3135024977469	29.3915780436886	29.6351044378039	28.7780709689641	28.5356370365615
Apob	32.5668115724535	32.3888597721141	32.7644828316118	32.8250188321353	33.2568322254627	33.362584771381	33.07981334512	33.1782474893263
Smek1	26.8022550735304	26.6829789624488	26.4535520910852	27.3952381501851	27.2049871001248	27.4631258654519	26.3062910073754	26.5750793283742
Use1	26.9091076919854	26.4265980777833	26.7090348231941	27.16205985357	27.1177848762363	27.4792163694438	27.132672873295	26.6495725031886
Arpp19	27.7725185866915	27.2582783462895	26.9002182288534	27.8987728165866	28.3109887711173	28.6631481810938	25.4491258198348	24.5776064806404
Chchd6	27.4737444333599	26.788905376168	26.9951250209653	27.5137157351708	28.6746969848628	28.783752273063	28.3993964357826	28.4174490164737
Arid1b	25.4894387709844	25.9747986431678	26.0115205307999	25.6971205097182	25.4038157336734	25.9958276489192	25.1803758610788	25.2984540593956
Diap2;Diaph2	26.8085713536886	26.7954332290995	26.7268460166712	26.9481742314444	25.6531339682109	26.06770810558	26.4931353061863	26.4487291458601
Acacb	31.1827676293346	31.1830984461751	31.7600127653796	31.6717028976622	31.5224466047673	31.7731713036726	31.8883822084617	31.8316778357904
Pklr	34.5774594299674	34.4461971370521	34.9999189745513	33.9077889267646	34.8125983985629	34.9098828920959	35.6532723887752	35.812713498605
Trip11	28.5711441055377	28.6571226514835	28.6822322481794	29.269324286848	29.4446708320037	29.7166438748508	29.131042103637	28.9119403542996
Rnf213	30.2824044002309	30.5106014542664	30.4301745129711	30.9883474311913	30.3825475236612	30.3234749147045	30.0452959311268	29.7316895062087
Dsp	31.3657379877635	31.4020613222131	31.4659609248397	32.1352075098275	32.2926343416692	32.6944531675972	32.3728941007846	32.1250707381787
Myo1b	31.4642040321138	31.3457917468958	31.4539512332955	31.6305318201213	30.6447139488284	30.6546846046033	31.0336133500781	31.0562848790536
Hk2	26.3197838835155	26.4283119117202	26.3434669440355	26.650903867702	28.5941829891923	26.8655743749454	28.5442439737513	28.0702051309097
Wac	26.1873910511289	24.9895250286428	24.5199216575285	25.4937194280836	25.3940705230729	24.6240516667781	24.8248400048303	24.8501377448348
Setd2	25.7241993687894	24.0048092544978	24.4638172662768	25.9765691135538	25.5706074168201	25.5433785432039	25.1051999422531	25.5452729562249
Cyp2c44	31.3780530683875	31.416230838492	31.5531502445694	32.2159686304849	30.0393844308942	28.9802186684039	28.8178261008774	29.610381411618
Ythdc1	26.1377372481026	26.3635625315123	26.5662882574035	26.066196564348	25.773779633497	24.1844117521537	25.6900593414115	24.0362483926677
Hpn	29.0643052543624	28.900073661749	29.1462789529623	28.295000063863	28.1797082969063	27.5812281812673	28.5358148188664	28.2112773384303
Chuk	26.3158641246837	25.9191550950253	26.1130646798761	26.1668962630817	25.5516186415951	25.696848990536	26.2566919327468	25.80009388117
Ahnak	30.9327165749235	31.0376115357782	31.4048361432381	31.2449204689131	32.1031299853952	31.9757691009614	31.8134837368092	31.4136941996641
Myo1e	28.9804810338718	28.6860797398601	28.8112906188226	29.5538747543229	29.203828172746	29.2879035181636	28.9281492806648	29.2160009387107
Rbm26	26.8344308413559	26.2938093317121	26.7288410857328	27.528538888783	27.5900730210256	27.5496102648131	27.0297155629615	26.507155653159
C1s1;C1sa;C1sb	27.2727586753288	27.5971201098668	27.6714297140409	27.7792795794991	26.5601195770883	28.139405977502	27.1998630303525	27.6801929416748
Bod1l	25.5174368817245	25.4502614971114	25.5010983990291	26.2722403047495	25.6399061473348	26.0447912850439	24.9034401705435	24.7865620410585
Utrn	30.60422390009	30.7104666701133	30.7068526270572	31.095651770281	30.9186814166884	30.8946500476821	30.89226467117	30.6193526313375
Pfdn4	26.5823995955211	25.8259944167375	25.8685506039165	26.5485429678355	26.4954153480144	25.9967497095141	25.9381950308043	26.0020309425642
Atxn3	25.1574601121837	25.0845175561936	25.2414373898313	25.3989520757713	24.6187026326988	23.4278091120174	25.2470163842422	24.817147736329
Ube4a	29.0920993172428	29.1530978714717	28.8879734138981	28.9082475526435	28.5455832311023	29.188888193808	28.7742615760757	28.7914098235161
Klc1	25.5757968183925	26.0007573779237	25.8593592034501	26.4763453314489	26.2111774243693	26.1656480977373	25.3054057795251	25.5779966832913
Arhgef5	25.391046084341	25.3094406123795	25.52117017664	26.3468178196723	25.9914643493847	26.9643521735592	26.2507521483138	26.1290351019778
Numa1	29.7992282944151	29.6859475328244	29.8899521803506	30.2437552466052	30.1371069234499	29.7818812007689	29.61419761755	29.7572667648181
Rbms2	25.5738722072867	25.6300015055859	25.3224550318504	25.9706378753189	26.0436431639926	25.3918280204566	25.7810686241596	25.6558102590084
Tpm3	33.3236222499531	33.2640545803344	33.27898544427	33.3232069238323	33.4483376537482	33.4984496486029	33.5791602731181	33.2099080130189
Ankrd17	28.6244402068303	28.2961981778627	28.5293860611299	28.7461611261597	28.4294651955256	29.2430324111084	28.3363776495971	28.6147491258769
Atp2b4	26.7859584228855	26.7287912553287	26.6119232113906	27.9000444772481	27.8611792272523	26.099939813685	27.1292915370904	27.0738634776607
Nav2	25.2612362072705	24.9545920617142	24.5144527509293	25.2050007686805	23.9305007771388	24.6139234775059	24.2043291021856	25.0484496941638
Gm4788	29.4754502255615	28.8220788485793	28.8996724486505	28.5135843411339	28.9922497448069	28.5177869627892	28.6716272798451	28.9343156156799
Dnajc21	25.9357168293937	26.1695984659641	25.8833272066559	26.3563563982064	25.4581653396358	26.7270818858888	26.5424585011426	26.0019624931231
Cfh	30.5171145698919	31.0678880296637	30.5171917153727	30.0993041662666	29.9321921861761	30.3146615857183	30.3562174981658	30.4778907220287
Nfxl1	27.2955225087259	27.3828224776134	27.2786484292369	28.1272614326683	27.707069728921	28.1408491877564	26.6823149742773	27.3104140233602
Clasp2	25.7888939883116	25.6206966420127	26.0079563820598	27.1934921092052	26.3967968619321	26.8566792821711	25.8003835553234	25.7660674842522
Dennd4a	25.9244638523602	25.2441117561191	25.8700928909651	25.4769994497325	26.301790608455	26.4522894605904	25.3059127572259	26.1639918058142
Usp3	25.2979579874498	25.5207772999781	24.7996286841615	24.7148719619839	25.4033603998252	25.2733387684907	24.4487811585898	24.1663943063189
Ctnnd1	31.3502765526467	31.3534599590096	31.2769732942731	31.5921656818615	31.4202003400097	30.9734591299449	31.3215354281363	31.3345367200201
Rap1gds1	28.106582657382	27.7646855267259	28.0681239953137	27.9927446525054	28.0201080436723	27.5849494641074	28.5977558193208	28.5903066798325
Pnkp	28.0973144104106	27.9435271948673	28.3024743513875	28.0934062797882	27.6007105406641	27.8690355078678	27.8332867918056	27.4703239295411
Kif1c	27.6540194459902	27.5652931188038	27.5469685002365	28.0244678002533	28.1622661135385	27.8930692583477	27.8394515740459	27.6422004529455
Ablim1	29.6541572817942	29.8082311155041	29.6154886097963	30.1626376340491	30.6412250804705	30.4606532616901	29.7424637730631	29.5145533137973
Atp6v0c	26.6671196296836	27.3526536867943	26.6182505322115	25.6019952404244	24.4612362429672	24.6152304832043	27.6516960844348	26.2339795430807
Eif4g1	33.0692596866724	33.0120929454655	32.9976125934402	32.9392277366384	32.9764137659134	33.3059636964215	33.1619095922849	33.0218076920172
Gm28046	27.8147134566405	27.7985198487523	27.5981779527288	27.3307452830454	28.4419850113191	27.665412275053	28.6714507591613	29.1805529374901
R3hdm1	24.7722804964608	25.3493195207812	25.5030871220013	24.5163383619974	26.5240998823826	26.7502805830536	26.1115461028164	28.076477127864
Dst	25.5864687700604	26.5181632653407	26.5414438393042	25.8620025394371	27.3784739131105	27.3178354820036	26.6070352822395	26.4417245039684
Sp100	25.4661322339718	25.8264616955455	26.1028504082588	26.1627673974467	25.1900113917306	26.1220372484162	25.1993640521026	25.321456940351
Cald1	31.9621396525743	31.7922855293078	31.8197521790325	32.2433116222023	32.6317178462882	32.9360791819527	32.3299055121079	32.1858303864764
Ptar1	25.1823446265776	25.3044613781594	25.3881823445447	24.7736535028348	25.0200947575158	24.6139761822074	25.2189138130175	25.0067143401034
Pnpla8	28.6521112403641	28.5147202647936	28.5245246881925	29.0676766843916	28.4410314547944	28.2186714839486	28.7563615813686	28.6174854175834
Btaf1	26.0585999322327	26.00565065696	25.8731725337415	26.8071003048835	26.2977223020547	27.4511571917694	26.2841541252859	26.6786257600308
Phldb3	24.3998723799735	25.2736868227737	24.9634181767971	25.1633779178657	25.1443036734585	25.7061018285747	24.7409138490557	24.905938009992
Arhgap17	28.4074899723356	28.5030377204432	28.2644173636289	29.0739135060868	28.898127154421	28.9979812178862	28.4189100655393	28.3860663134341
Gsk3b	28.8413237829323	28.9389420906456	29.0031934148279	29.5255208691329	29.6014458771986	29.7662838714139	29.4943081785837	29.0157400323542
Chd4	29.3786771913474	29.3792770411969	29.4143172030094	29.572250676953	29.5399079231939	29.6213160156157	28.9868361721806	29.0184676800291
Inpp5a	25.5737536858906	25.4898018963509	25.8520856827108	25.9297763333866	26.0079459574005	25.9286543637042	25.5308504107406	25.5499265008338
Gm10020;Rpl15	32.0802654942832	32.5000829268695	32.2641511423756	31.9158809293675	31.3171319543599	31.4513231754946	32.2872798993165	32.2233944629126
Mars	31.401533629197	31.5003631213526	31.280789667096	30.9721462988139	31.2527086752133	30.6175957716781	31.4968216301584	31.416728888343
Mrps10	28.6460823509979	28.4277515597648	28.7042709495541	28.2172131422215	28.5209132422142	28.0363466260476	28.2482323516309	28.300586464772
Tyk2	25.5086293817562	25.6968382202152	25.7124679322524	25.4568376411141	25.4596258285419	25.9493886534536	23.7952847896605	25.4740395731523
Papd5	24.8978733958031	25.2569770476975	25.112019711286	26.1821740205944	26.3221374452706	25.8495995003468	25.1256868060776	24.7400094081053
Stat2	28.9692253688587	29.1564852360356	29.0410931900397	29.1544800174117	28.7501406804066	28.9415442175238	28.5676481748359	28.4104664444446
Slc7a2	27.4886995294775	27.527709534742	26.9523843312503	28.1922796956713	27.2135439272173	27.7178461173877	26.9226527195914	27.3540965605672
Neo1	27.821169125924	27.5904573826107	27.6005060257959	28.4257768043162	27.5625551556991	27.0606039746276	27.7200310215408	26.8699762874835
Ngef	25.28350426536	24.8847796063248	25.2133260046229	26.0043781979852	24.7991902364905	24.7547945219803	24.1134319894776	24.5542407074725
Utp20	26.6553948104554	26.7657554657964	26.8922875947394	26.8964018119222	26.8720713230551	26.7947791354704	26.1913945465559	26.3423068386661
Habp4	29.5684051761433	29.3059326873418	29.4363895223685	29.7128199126832	29.7877635409793	30.1244079725188	29.6372624529995	29.4006582812404
Akt1s1	29.0632204085894	28.8274787762605	28.8084898343473	29.3586673250542	29.0017937430676	29.7114391763985	28.8499790226634	29.2767440737808
Ifi204	27.2835958187371	27.361222058449	27.6356938451808	27.850089860775	28.0712573053295	27.6632771177566	27.7426246571027	27.6850509543318
Ipo9	28.037946689118	28.3347184854432	28.4642756050044	28.2296036768869	28.0783572920603	28.3082288293154	28.3763719797569	28.5492441177275
Cog3	26.6326527299844	26.4676805213183	26.5903761683606	27.2601650717828	24.9289504060464	23.6708509701504	26.3868563720402	26.8370378336421
Lpgat1	27.9830397577022	28.5706678253262	28.4147865361715	28.3412402014574	28.3540332812243	28.5052481995437	28.4929157716619	28.3971845177639
Inf2	27.6127865017015	27.7576586193823	27.6833538115869	28.1007020946816	28.0381864910043	28.7681921422069	27.9033035446499	27.7426581365476
Lyplal1	29.0518467694789	29.6686927277207	28.8940129210426	29.0938251627553	30.4916825682842	30.4221846684075	29.8939180391774	30.3955413138289
Adck4	27.0747758950053	27.4319474436279	27.4655034799445	27.2910820149808	27.954414464019	27.1526962261903	27.212411419221	27.5959960404951
Brat1	24.288577855164	24.7805026878291	24.02658406025	24.9676066683454	23.9287236765089	24.9614906320282	23.8873316374706	24.3770618027174
Pde3b	28.0037442855874	27.8445204392255	27.9096475501589	28.2323380082737	28.9323908908153	29.0832921476498	28.0109656326965	28.4994042684245
Tm6sf2	27.1841710034741	27.7595039248144	27.4360731331517	27.9986907135932	24.5147899145676	29.0007097878638	28.5676102400369	28.2639062089288
Atxn2	29.9920359959288	29.9340060266943	30.1355606586524	30.2847252475317	30.27246625484	30.3467810332564	30.1366779714957	30.0192081263663
Naa30	26.8326964099538	26.9902699713839	27.0345951836451	27.3555607551439	25.6783024611558	27.7467171062786	26.9826917147028	27.1045432046348
Cgn	31.6371647137827	31.6372011062015	31.7977279007845	31.6151325226828	31.8197055187358	31.8194747010791	32.0536266362504	31.6329054062432
Asap1	25.74958133594	25.448072151091	25.9906452127822	25.8389781760732	26.3068517559125	24.8385868177492	26.5721545116101	25.8673401903268
9030617O03Rik	31.4177043617445	31.3323028294156	31.4154986000043	30.9640708741253	30.9754705799365	31.610492709793	31.5680234965128	31.5845025291774
Dock9	26.5836667871439	25.8714128115172	25.9425712413757	24.2394921752329	25.2134706653583	26.1283777103146	25.8378552258634	26.4427849356001
Map7	27.9141667310407	27.6650327336696	27.9813734439847	28.58299469642	28.3046695771787	28.5837015691177	28.0667947754928	28.2166716406678
Nop2	28.1270189299421	28.2667163913705	28.1183580266304	28.101070519457	27.9877873873963	28.0279842186367	27.8271589206885	27.9871372437928
